reference,nom,categorie,sous_categorie,prix,stock,etat,couleur,taille,pointure,marque,matiere,genre,description_courte,description,note_produit,dossier_images,statut,nb_images,nb_videos,confiance_regroupement,controle_requis,fichiers_sources,prix_min_marche,prix_max_marche,prix_a_verifier,prix_source_logique,source_web,niveau_verification
PR062,Déodorant corporel parfumé,Beauté et soins,Déodorant,3000,1,,,,,,,Mixte,Déodorant corporel parfumé pour une sensation de fraîcheur au quotidien.,"Déodorant corporel parfumé

Ce déodorant corporel parfumé est conçu pour compléter une routine de soin et apporter une sensation de fraîcheur. Son conditionnement et sa présentation sont visibles sur le média associé.",produits/notes/PR062.txt,PR062,draft,1,0,media_unique_a_verifier,oui,43d90660-f446-4c2c-9807-cb01bb3c2bc0.jpeg,2500,5000,oui,"Prix indicatif pour un déodorant corporel générique, contenance et marque non confirmées.",,Description enrichie ; informations d’étiquette à vérifier
PR063,Sac à main femme,Sacs,Sac à main,12000,1,,,,,,,Femme,"Sac à main femme au style élégant, conçu pour accompagner les tenues du quotidien comme les occasions habillées.","Sac à main femme

Ce sac à main pour femme présente une silhouette élégante et soignée. Son format permet de transporter les essentiels du quotidien tout en conservant une allure structurée et féminine. Il peut accompagner une tenue de travail, une sortie en ville ou une occasion plus habillée.",produits/notes/PR063.txt,PR063,draft,1,0,media_unique_a_verifier,oui,44e4d257-60d9-4fa8-903b-0e3975521ce6.jpeg,10000,20000,oui,"Prix indicatif pour un sac à main femme générique, sans marque ni matière confirmées.",,Description enrichie ; marque et modèle à vérifier sur le média
PR064,Sac à main femme,Sacs,Sac à main,12000,1,,,,,,,Femme,"Sac à main femme au style élégant, conçu pour accompagner les tenues du quotidien comme les occasions habillées.","Sac à main femme

Ce sac à main pour femme présente une silhouette élégante et soignée. Son format permet de transporter les essentiels du quotidien tout en conservant une allure structurée et féminine. Il peut accompagner une tenue de travail, une sortie en ville ou une occasion plus habillée.",produits/notes/PR064.txt,PR064,draft,1,0,media_unique_a_verifier,oui,461d2de1-b013-46ce-ac53-bc9f78251ec4.jpeg,10000,20000,oui,"Prix indicatif pour un sac à main femme générique, sans marque ni matière confirmées.",,Description enrichie ; marque et modèle à vérifier sur le média
PR065,Sac à main femme,Sacs,Sac à main,12000,1,,,,,,,Femme,"Sac à main femme au style élégant, conçu pour accompagner les tenues du quotidien comme les occasions habillées.","Sac à main femme

Ce sac à main pour femme présente une silhouette élégante et soignée. Son format permet de transporter les essentiels du quotidien tout en conservant une allure structurée et féminine. Il peut accompagner une tenue de travail, une sortie en ville ou une occasion plus habillée.",produits/notes/PR065.txt,PR065,draft,1,0,media_unique_a_verifier,oui,47aa329a-9006-45fa-a57c-aec0c1639085.jpeg,10000,20000,oui,"Prix indicatif pour un sac à main femme générique, sans marque ni matière confirmées.",,Description enrichie ; marque et modèle à vérifier sur le média
PR066,Déodorant corporel parfumé,Beauté et soins,Déodorant,3000,1,,,,,,,Mixte,Déodorant corporel parfumé pour une sensation de fraîcheur au quotidien.,"Déodorant corporel parfumé

Ce déodorant corporel parfumé est conçu pour compléter une routine de soin et apporter une sensation de fraîcheur. Son conditionnement et sa présentation sont visibles sur le média associé.",produits/notes/PR066.txt,PR066,draft,1,0,media_unique_a_verifier,oui,489b38db-b6d8-4c0e-be17-a153dc79edf2.jpeg,2500,5000,oui,"Prix indicatif pour un déodorant corporel générique, contenance et marque non confirmées.",,Description enrichie ; informations d’étiquette à vérifier
PR067,Sac à main femme,Sacs,Sac à main,12000,1,,,,,,,Femme,"Sac à main femme au style élégant, conçu pour accompagner les tenues du quotidien comme les occasions habillées.","Sac à main femme

Ce sac à main pour femme présente une silhouette élégante et soignée. Son format permet de transporter les essentiels du quotidien tout en conservant une allure structurée et féminine. Il peut accompagner une tenue de travail, une sortie en ville ou une occasion plus habillée.",produits/notes/PR067.txt,PR067,draft,1,0,media_unique_a_verifier,oui,4aac1154-7afd-4cc8-a9ef-2792437dc5cc.jpeg,10000,20000,oui,"Prix indicatif pour un sac à main femme générique, sans marque ni matière confirmées.",,Description enrichie ; marque et modèle à vérifier sur le média
PR068,Soin parfumé pour le corps,Beauté et soins,Soin corporel,3000,1,,,,,,,Femme,Soin corporel parfumé destiné à compléter une routine beauté quotidienne.,"Soin parfumé pour le corps

Ce soin parfumé pour le corps s’intègre dans une routine beauté et laisse la peau délicatement parfumée. Le produit et son conditionnement sont présentés sur le média associé.",produits/notes/PR068.txt,PR068,draft,1,0,media_unique_a_verifier,oui,4b580e2b-53bc-4a29-9c7b-0e0796df5f54.jpeg,2000,6000,oui,"Prix indicatif pour un soin corporel parfumé générique, contenance et marque non confirmées.",,Description enrichie ; informations d’étiquette à vérifier
PR069,Sac à main femme,Sacs,Sac à main,12000,1,,,,,,,Femme,"Sac à main femme au style élégant, conçu pour accompagner les tenues du quotidien comme les occasions habillées.","Sac à main femme

Ce sac à main pour femme présente une silhouette élégante et soignée. Son format permet de transporter les essentiels du quotidien tout en conservant une allure structurée et féminine. Il peut accompagner une tenue de travail, une sortie en ville ou une occasion plus habillée.",produits/notes/PR069.txt,PR069,draft,1,0,media_unique_a_verifier,oui,4cfa7e21-7e51-44b6-9e57-c0b381194fed.jpeg,10000,20000,oui,"Prix indicatif pour un sac à main femme générique, sans marque ni matière confirmées.",,Description enrichie ; marque et modèle à vérifier sur le média
PR070,Soin parfumé pour le corps,Beauté et soins,Soin corporel,3000,1,,,,,,,Femme,Soin corporel parfumé destiné à compléter une routine beauté quotidienne.,"Soin parfumé pour le corps

Ce soin parfumé pour le corps s’intègre dans une routine beauté et laisse la peau délicatement parfumée. Le produit et son conditionnement sont présentés sur le média associé.",produits/notes/PR070.txt,PR070,draft,1,0,media_unique_a_verifier,oui,4e13f2b6-d4e9-4521-b2ed-91cc69bd89d4.jpeg,2000,6000,oui,"Prix indicatif pour un soin corporel parfumé générique, contenance et marque non confirmées.",,Description enrichie ; informations d’étiquette à vérifier
PR071,Bracelet fantaisie,Bijoux,Bracelet,7500,1,,,,,,,Femme,"Bracelet fantaisie décoratif, conçu pour compléter une tenue avec élégance.","Bracelet fantaisie

Ce bijou fantaisie présente un style décoratif et peut être porté au quotidien ou lors d’une occasion particulière. Sa forme et ses détails sont visibles sur le média associé.",produits/notes/PR071.txt,PR071,draft,1,0,media_unique_a_verifier,oui,4e2fcf9d-1c4b-45b7-92c8-8ae575f1d5a8.jpeg,5500,12900,oui,"Prix indicatif pour un bracelet fantaisie sans métal, pierre ou marque confirmés.",,Description enrichie ; matière et dimensions à vérifier
PR072,Sac à main femme,Sacs,Sac à main,12000,1,,,,,,,Femme,"Sac à main femme au style élégant, conçu pour accompagner les tenues du quotidien comme les occasions habillées.","Sac à main femme

Ce sac à main pour femme présente une silhouette élégante et soignée. Son format permet de transporter les essentiels du quotidien tout en conservant une allure structurée et féminine. Il peut accompagner une tenue de travail, une sortie en ville ou une occasion plus habillée.",produits/notes/PR072.txt,PR072,draft,1,0,media_unique_a_verifier,oui,4f52e0d8-ee3d-4924-a3d8-64acee4c9a10.jpeg,10000,20000,oui,"Prix indicatif pour un sac à main femme générique, sans marque ni matière confirmées.",,Description enrichie ; marque et modèle à vérifier sur le média
PR073,Sac à main femme,Sacs,Sac à main,12000,1,,,,,,,Femme,"Sac à main femme au style élégant, conçu pour accompagner les tenues du quotidien comme les occasions habillées.","Sac à main femme

Ce sac à main pour femme présente une silhouette élégante et soignée. Son format permet de transporter les essentiels du quotidien tout en conservant une allure structurée et féminine. Il peut accompagner une tenue de travail, une sortie en ville ou une occasion plus habillée.",produits/notes/PR073.txt,PR073,draft,1,0,media_unique_a_verifier,oui,4f8cc68d-f4d5-42be-853d-08e8e536088e.jpeg,10000,20000,oui,"Prix indicatif pour un sac à main femme générique, sans marque ni matière confirmées.",,Description enrichie ; marque et modèle à vérifier sur le média
PR074,Sac à main femme,Sacs,Sac à main,12000,1,,,,,,,Femme,"Sac à main femme au style élégant, conçu pour accompagner les tenues du quotidien comme les occasions habillées.","Sac à main femme

Ce sac à main pour femme présente une silhouette élégante et soignée. Son format permet de transporter les essentiels du quotidien tout en conservant une allure structurée et féminine. Il peut accompagner une tenue de travail, une sortie en ville ou une occasion plus habillée.",produits/notes/PR074.txt,PR074,draft,1,0,media_unique_a_verifier,oui,513d2507-5e8c-467d-9a82-55cfb18904a0.jpeg,10000,20000,oui,"Prix indicatif pour un sac à main femme générique, sans marque ni matière confirmées.",,Description enrichie ; marque et modèle à vérifier sur le média
PR075,Sac à main femme,Sacs,Sac à main,12000,1,,,,,,,Femme,"Sac à main femme au style élégant, conçu pour accompagner les tenues du quotidien comme les occasions habillées.","Sac à main femme

Ce sac à main pour femme présente une silhouette élégante et soignée. Son format permet de transporter les essentiels du quotidien tout en conservant une allure structurée et féminine. Il peut accompagner une tenue de travail, une sortie en ville ou une occasion plus habillée.",produits/notes/PR075.txt,PR075,draft,1,0,media_unique_a_verifier,oui,5188a176-88a9-4a2b-83ef-b8fbc7cf27ee.jpeg,10000,20000,oui,"Prix indicatif pour un sac à main femme générique, sans marque ni matière confirmées.",,Description enrichie ; marque et modèle à vérifier sur le média
PR076,Sac à main femme,Sacs,Sac à main,12000,1,,,,,,,Femme,"Sac à main femme au style élégant, conçu pour accompagner les tenues du quotidien comme les occasions habillées.","Sac à main femme

Ce sac à main pour femme présente une silhouette élégante et soignée. Son format permet de transporter les essentiels du quotidien tout en conservant une allure structurée et féminine. Il peut accompagner une tenue de travail, une sortie en ville ou une occasion plus habillée.",produits/notes/PR076.txt,PR076,draft,1,0,media_unique_a_verifier,oui,51d7fe0e-0cd4-4c57-b21e-d598c0bcd27c.jpeg,10000,20000,oui,"Prix indicatif pour un sac à main femme générique, sans marque ni matière confirmées.",,Description enrichie ; marque et modèle à vérifier sur le média
PR077,Soin parfumé pour le corps,Beauté et soins,Soin corporel,3000,1,,,,,,,Femme,Soin corporel parfumé destiné à compléter une routine beauté quotidienne.,"Soin parfumé pour le corps

Ce soin parfumé pour le corps s’intègre dans une routine beauté et laisse la peau délicatement parfumée. Le produit et son conditionnement sont présentés sur le média associé.",produits/notes/PR077.txt,PR077,draft,1,0,media_unique_a_verifier,oui,532d7e1e-8c86-45f0-a7d8-9a88f9814f9f.jpeg,2000,6000,oui,"Prix indicatif pour un soin corporel parfumé générique, contenance et marque non confirmées.",,Description enrichie ; informations d’étiquette à vérifier
PR078,Sac à main femme,Sacs,Sac à main,12000,1,,,,,,,Femme,"Sac à main femme au style élégant, conçu pour accompagner les tenues du quotidien comme les occasions habillées.","Sac à main femme

Ce sac à main pour femme présente une silhouette élégante et soignée. Son format permet de transporter les essentiels du quotidien tout en conservant une allure structurée et féminine. Il peut accompagner une tenue de travail, une sortie en ville ou une occasion plus habillée.",produits/notes/PR078.txt,PR078,draft,1,0,media_unique_a_verifier,oui,532e5884-63e5-4c1a-ad0c-b8dbdb9e4812.jpeg,10000,20000,oui,"Prix indicatif pour un sac à main femme générique, sans marque ni matière confirmées.",,Description enrichie ; marque et modèle à vérifier sur le média
PR079,Eau de parfum,Parfums,Eau de parfum,10000,1,,,,,,,Mixte,"Eau de parfum présentée avec son flacon ou son emballage, destinée à compléter une collection de fragrances.","Eau de parfum

Cette fragrance est présentée avec son flacon ou son emballage visible sur le média associé. Elle convient à une utilisation quotidienne ou à des occasions particulières, selon son profil olfactif.

INFORMATIONS À CONFIRMER
• Nom commercial exact
• Marque
• Contenance
• Concentration et notes olfactives

Aucune pyramide olfactive ni comparaison avec une autre fragrance n’est ajoutée sans identification certaine du produit.",produits/notes/PR079.txt,PR079,draft,1,0,media_unique_a_verifier,oui,5587f0f7-4d63-4876-afd1-8d2800231443.jpeg,6800,15000,oui,Prix indicatif pour une eau de parfum générique/non identifiée. Marque et contenance à confirmer.,,Produit non identifié avec une certitude suffisante
PR080,Sac à main femme,Sacs,Sac à main,12000,1,,,,,,,Femme,"Sac à main femme au style élégant, conçu pour accompagner les tenues du quotidien comme les occasions habillées.","Sac à main femme

Ce sac à main pour femme présente une silhouette élégante et soignée. Son format permet de transporter les essentiels du quotidien tout en conservant une allure structurée et féminine. Il peut accompagner une tenue de travail, une sortie en ville ou une occasion plus habillée.",produits/notes/PR080.txt,PR080,draft,1,0,media_unique_a_verifier,oui,5603f731-e99a-4db0-8c8d-7f02d272a0a9.jpeg,10000,20000,oui,"Prix indicatif pour un sac à main femme générique, sans marque ni matière confirmées.",,Description enrichie ; marque et modèle à vérifier sur le média
PR081,Sac à main femme,Sacs,Sac à main,12000,1,,,,,,,Femme,"Sac à main femme au style élégant, conçu pour accompagner les tenues du quotidien comme les occasions habillées.","Sac à main femme

Ce sac à main pour femme présente une silhouette élégante et soignée. Son format permet de transporter les essentiels du quotidien tout en conservant une allure structurée et féminine. Il peut accompagner une tenue de travail, une sortie en ville ou une occasion plus habillée.",produits/notes/PR081.txt,PR081,draft,1,0,media_unique_a_verifier,oui,5a8b098d-c9fa-438f-8140-c1fbc3d9a6c6.jpeg,10000,20000,oui,"Prix indicatif pour un sac à main femme générique, sans marque ni matière confirmées.",,Description enrichie ; marque et modèle à vérifier sur le média
PR082,Sac à main femme,Sacs,Sac à main,12000,1,,,,,,,Femme,"Sac à main femme au style élégant, conçu pour accompagner les tenues du quotidien comme les occasions habillées.","Sac à main femme

Ce sac à main pour femme présente une silhouette élégante et soignée. Son format permet de transporter les essentiels du quotidien tout en conservant une allure structurée et féminine. Il peut accompagner une tenue de travail, une sortie en ville ou une occasion plus habillée.",produits/notes/PR082.txt,PR082,draft,1,0,media_unique_a_verifier,oui,5d2478a6-1141-4c7a-84ad-6e21dd2e19e5.jpeg,10000,20000,oui,"Prix indicatif pour un sac à main femme générique, sans marque ni matière confirmées.",,Description enrichie ; marque et modèle à vérifier sur le média
PR083,Sac à main femme,Sacs,Sac à main,12000,1,,,,,,,Femme,"Sac à main femme au style élégant, conçu pour accompagner les tenues du quotidien comme les occasions habillées.","Sac à main femme

Ce sac à main pour femme présente une silhouette élégante et soignée. Son format permet de transporter les essentiels du quotidien tout en conservant une allure structurée et féminine. Il peut accompagner une tenue de travail, une sortie en ville ou une occasion plus habillée.",produits/notes/PR083.txt,PR083,draft,1,0,media_unique_a_verifier,oui,5d8e9314-5ed2-4db6-a4c1-15eac7993b21.jpeg,10000,20000,oui,"Prix indicatif pour un sac à main femme générique, sans marque ni matière confirmées.",,Description enrichie ; marque et modèle à vérifier sur le média
PR084,Sac à main femme,Sacs,Sac à main,12000,1,,,,,,,Femme,"Sac à main femme au style élégant, conçu pour accompagner les tenues du quotidien comme les occasions habillées.","Sac à main femme

Ce sac à main pour femme présente une silhouette élégante et soignée. Son format permet de transporter les essentiels du quotidien tout en conservant une allure structurée et féminine. Il peut accompagner une tenue de travail, une sortie en ville ou une occasion plus habillée.",produits/notes/PR084.txt,PR084,draft,1,0,media_unique_a_verifier,oui,5e567778-9614-4344-8f2d-accf4f76ef50.jpeg,10000,20000,oui,"Prix indicatif pour un sac à main femme générique, sans marque ni matière confirmées.",,Description enrichie ; marque et modèle à vérifier sur le média
PR085,Déodorant corporel parfumé,Beauté et soins,Déodorant,3000,1,,,,,,,Mixte,Déodorant corporel parfumé pour une sensation de fraîcheur au quotidien.,"Déodorant corporel parfumé

Ce déodorant corporel parfumé est conçu pour compléter une routine de soin et apporter une sensation de fraîcheur. Son conditionnement et sa présentation sont visibles sur le média associé.",produits/notes/PR085.txt,PR085,draft,1,0,media_unique_a_verifier,oui,5eeb1e53-3106-4e96-a3f2-3dea4fa240c0.jpeg,2500,5000,oui,"Prix indicatif pour un déodorant corporel générique, contenance et marque non confirmées.",,Description enrichie ; informations d’étiquette à vérifier
PR086,Bague fantaisie,Bijoux,Bague,5500,1,,,,,,,Femme,"Bague fantaisie décorative, idéale pour apporter une touche élégante à une tenue.","Bague fantaisie

Ce bijou fantaisie présente un style décoratif et peut être porté au quotidien ou lors d’une occasion particulière. Sa forme et ses détails sont visibles sur le média associé.",produits/notes/PR086.txt,PR086,draft,1,0,media_unique_a_verifier,oui,5f3adabf-e10d-48c0-b145-688627291e1a.jpeg,3000,10000,oui,"Prix indicatif pour une bague fantaisie sans métal, pierre ou marque confirmés.",,Description enrichie ; matière et dimensions à vérifier
PR087,Bague fantaisie,Bijoux,Bague,5500,1,,,,,,,Femme,"Bague fantaisie décorative, idéale pour apporter une touche élégante à une tenue.","Bague fantaisie

Ce bijou fantaisie présente un style décoratif et peut être porté au quotidien ou lors d’une occasion particulière. Sa forme et ses détails sont visibles sur le média associé.",produits/notes/PR087.txt,PR087,draft,1,0,media_unique_a_verifier,oui,606ed771-c581-4767-b90e-d3d842810d53.jpeg,3000,10000,oui,"Prix indicatif pour une bague fantaisie sans métal, pierre ou marque confirmés.",,Description enrichie ; matière et dimensions à vérifier
PR088,Soin parfumé pour le corps,Beauté et soins,Soin corporel,3000,1,,,,,,,Femme,Soin corporel parfumé destiné à compléter une routine beauté quotidienne.,"Soin parfumé pour le corps

Ce soin parfumé pour le corps s’intègre dans une routine beauté et laisse la peau délicatement parfumée. Le produit et son conditionnement sont présentés sur le média associé.",produits/notes/PR088.txt,PR088,draft,1,0,media_unique_a_verifier,oui,60c9dae0-0a18-41b2-8fbe-751e06bdd918.jpeg,2000,6000,oui,"Prix indicatif pour un soin corporel parfumé générique, contenance et marque non confirmées.",,Description enrichie ; informations d’étiquette à vérifier
PR089,Bague fantaisie,Bijoux,Bague,5500,1,,,,,,,Femme,"Bague fantaisie décorative, idéale pour apporter une touche élégante à une tenue.","Bague fantaisie

Ce bijou fantaisie présente un style décoratif et peut être porté au quotidien ou lors d’une occasion particulière. Sa forme et ses détails sont visibles sur le média associé.",produits/notes/PR089.txt,PR089,draft,1,0,media_unique_a_verifier,oui,622ed301-8155-46a4-9b0d-9c9bb7bf7d6b.jpeg,3000,10000,oui,"Prix indicatif pour une bague fantaisie sans métal, pierre ou marque confirmés.",,Description enrichie ; matière et dimensions à vérifier
PR090,Sac à main femme,Sacs,Sac à main,12000,1,,,,,,,Femme,"Sac à main femme au style élégant, conçu pour accompagner les tenues du quotidien comme les occasions habillées.","Sac à main femme

Ce sac à main pour femme présente une silhouette élégante et soignée. Son format permet de transporter les essentiels du quotidien tout en conservant une allure structurée et féminine. Il peut accompagner une tenue de travail, une sortie en ville ou une occasion plus habillée.",produits/notes/PR090.txt,PR090,draft,1,0,media_unique_a_verifier,oui,630a783c-ff7a-4b54-a1bf-ab3c8fbb26ce.jpeg,10000,20000,oui,"Prix indicatif pour un sac à main femme générique, sans marque ni matière confirmées.",,Description enrichie ; marque et modèle à vérifier sur le média
PR091,Sac à main femme,Sacs,Sac à main,12000,1,,,,,,,Femme,"Sac à main femme au style élégant, conçu pour accompagner les tenues du quotidien comme les occasions habillées.","Sac à main femme

Ce sac à main pour femme présente une silhouette élégante et soignée. Son format permet de transporter les essentiels du quotidien tout en conservant une allure structurée et féminine. Il peut accompagner une tenue de travail, une sortie en ville ou une occasion plus habillée.",produits/notes/PR091.txt,PR091,draft,1,0,media_unique_a_verifier,oui,64b73751-05fc-4445-bfeb-a4e5f2e14494.jpeg,10000,20000,oui,"Prix indicatif pour un sac à main femme générique, sans marque ni matière confirmées.",,Description enrichie ; marque et modèle à vérifier sur le média
PR092,Bague fantaisie,Bijoux,Bague,5500,1,,,,,,,Femme,"Bague fantaisie décorative, idéale pour apporter une touche élégante à une tenue.","Bague fantaisie

Ce bijou fantaisie présente un style décoratif et peut être porté au quotidien ou lors d’une occasion particulière. Sa forme et ses détails sont visibles sur le média associé.",produits/notes/PR092.txt,PR092,draft,1,0,media_unique_a_verifier,oui,64d18839-d1be-4d19-9755-c3765d221497.jpeg,3000,10000,oui,"Prix indicatif pour une bague fantaisie sans métal, pierre ou marque confirmés.",,Description enrichie ; matière et dimensions à vérifier
PR093,Sac à main femme,Sacs,Sac à main,12000,1,,,,,,,Femme,"Sac à main femme au style élégant, conçu pour accompagner les tenues du quotidien comme les occasions habillées.","Sac à main femme

Ce sac à main pour femme présente une silhouette élégante et soignée. Son format permet de transporter les essentiels du quotidien tout en conservant une allure structurée et féminine. Il peut accompagner une tenue de travail, une sortie en ville ou une occasion plus habillée.",produits/notes/PR093.txt,PR093,draft,1,0,media_unique_a_verifier,oui,66e6c005-de2d-4553-b736-7d9533df3ebb.jpeg,10000,20000,oui,"Prix indicatif pour un sac à main femme générique, sans marque ni matière confirmées.",,Description enrichie ; marque et modèle à vérifier sur le média
PR094,Sac à main femme,Sacs,Sac à main,12000,1,,,,,,,Femme,"Sac à main femme au style élégant, conçu pour accompagner les tenues du quotidien comme les occasions habillées.","Sac à main femme

Ce sac à main pour femme présente une silhouette élégante et soignée. Son format permet de transporter les essentiels du quotidien tout en conservant une allure structurée et féminine. Il peut accompagner une tenue de travail, une sortie en ville ou une occasion plus habillée.",produits/notes/PR094.txt,PR094,draft,1,0,media_unique_a_verifier,oui,67285d65-214d-4517-b9ad-1de7ef276fbf.jpeg,10000,20000,oui,"Prix indicatif pour un sac à main femme générique, sans marque ni matière confirmées.",,Description enrichie ; marque et modèle à vérifier sur le média
PR095,Soin parfumé pour le corps,Beauté et soins,Soin corporel,3000,1,,,,,,,Femme,Soin corporel parfumé destiné à compléter une routine beauté quotidienne.,"Soin parfumé pour le corps

Ce soin parfumé pour le corps s’intègre dans une routine beauté et laisse la peau délicatement parfumée. Le produit et son conditionnement sont présentés sur le média associé.",produits/notes/PR095.txt,PR095,draft,1,0,media_unique_a_verifier,oui,683a0a74-9e22-43cf-817f-20ac0961d6f7.jpeg,2000,6000,oui,"Prix indicatif pour un soin corporel parfumé générique, contenance et marque non confirmées.",,Description enrichie ; informations d’étiquette à vérifier
PR096,Bracelet fantaisie,Bijoux,Bracelet,7500,1,,,,,,,Femme,"Bracelet fantaisie décoratif, conçu pour compléter une tenue avec élégance.","Bracelet fantaisie

Ce bijou fantaisie présente un style décoratif et peut être porté au quotidien ou lors d’une occasion particulière. Sa forme et ses détails sont visibles sur le média associé.",produits/notes/PR096.txt,PR096,draft,1,0,media_unique_a_verifier,oui,68d2225c-d03b-4f9c-ab95-64bb859c7579.jpeg,5500,12900,oui,"Prix indicatif pour un bracelet fantaisie sans métal, pierre ou marque confirmés.",,Description enrichie ; matière et dimensions à vérifier
PR097,Sac à main femme,Sacs,Sac à main,12000,1,,,,,,,Femme,"Sac à main femme au style élégant, conçu pour accompagner les tenues du quotidien comme les occasions habillées.","Sac à main femme

Ce sac à main pour femme présente une silhouette élégante et soignée. Son format permet de transporter les essentiels du quotidien tout en conservant une allure structurée et féminine. Il peut accompagner une tenue de travail, une sortie en ville ou une occasion plus habillée.",produits/notes/PR097.txt,PR097,draft,1,0,media_unique_a_verifier,oui,6b1f802c-c1c0-4c0c-a430-a54ed364a2e3.jpeg,10000,20000,oui,"Prix indicatif pour un sac à main femme générique, sans marque ni matière confirmées.",,Description enrichie ; marque et modèle à vérifier sur le média
PR098,Bague fantaisie,Bijoux,Bague,5500,1,,,,,,,Femme,"Bague fantaisie décorative, idéale pour apporter une touche élégante à une tenue.","Bague fantaisie

Ce bijou fantaisie présente un style décoratif et peut être porté au quotidien ou lors d’une occasion particulière. Sa forme et ses détails sont visibles sur le média associé.",produits/notes/PR098.txt,PR098,draft,1,0,media_unique_a_verifier,oui,6cd5155a-6ea4-4097-be0a-db104f4fdec5.jpeg,3000,10000,oui,"Prix indicatif pour une bague fantaisie sans métal, pierre ou marque confirmés.",,Description enrichie ; matière et dimensions à vérifier
PR099,Sac à main femme,Sacs,Sac à main,12000,1,,,,,,,Femme,"Sac à main femme au style élégant, conçu pour accompagner les tenues du quotidien comme les occasions habillées.","Sac à main femme

Ce sac à main pour femme présente une silhouette élégante et soignée. Son format permet de transporter les essentiels du quotidien tout en conservant une allure structurée et féminine. Il peut accompagner une tenue de travail, une sortie en ville ou une occasion plus habillée.",produits/notes/PR099.txt,PR099,draft,1,0,media_unique_a_verifier,oui,6f522d21-4508-4bb4-93a4-bb03879e8cf7.jpeg,10000,20000,oui,"Prix indicatif pour un sac à main femme générique, sans marque ni matière confirmées.",,Description enrichie ; marque et modèle à vérifier sur le média
PR100,Déodorant corporel parfumé,Beauté et soins,Déodorant,3000,1,,,,,,,Mixte,Déodorant corporel parfumé pour une sensation de fraîcheur au quotidien.,"Déodorant corporel parfumé

Ce déodorant corporel parfumé est conçu pour compléter une routine de soin et apporter une sensation de fraîcheur. Son conditionnement et sa présentation sont visibles sur le média associé.",produits/notes/PR100.txt,PR100,draft,1,0,media_unique_a_verifier,oui,70bb3294-509f-42f4-a804-a006d00f00f2.jpeg,2500,5000,oui,"Prix indicatif pour un déodorant corporel générique, contenance et marque non confirmées.",,Description enrichie ; informations d’étiquette à vérifier
PR101,Soin parfumé pour le corps,Beauté et soins,Soin corporel,3000,1,,,,,,,Femme,Soin corporel parfumé destiné à compléter une routine beauté quotidienne.,"Soin parfumé pour le corps

Ce soin parfumé pour le corps s’intègre dans une routine beauté et laisse la peau délicatement parfumée. Le produit et son conditionnement sont présentés sur le média associé.",produits/notes/PR101.txt,PR101,draft,1,0,media_unique_a_verifier,oui,7195092f-82bc-4791-a0ad-5f33259d730c.jpeg,2000,6000,oui,"Prix indicatif pour un soin corporel parfumé générique, contenance et marque non confirmées.",,Description enrichie ; informations d’étiquette à vérifier
PR102,Sac à main femme,Sacs,Sac à main,12000,1,,,,,,,Femme,"Sac à main femme au style élégant, conçu pour accompagner les tenues du quotidien comme les occasions habillées.","Sac à main femme

Ce sac à main pour femme présente une silhouette élégante et soignée. Son format permet de transporter les essentiels du quotidien tout en conservant une allure structurée et féminine. Il peut accompagner une tenue de travail, une sortie en ville ou une occasion plus habillée.",produits/notes/PR102.txt,PR102,draft,1,0,media_unique_a_verifier,oui,71bd290a-192b-4eaf-b703-fa663b227bc3.jpeg,10000,20000,oui,"Prix indicatif pour un sac à main femme générique, sans marque ni matière confirmées.",,Description enrichie ; marque et modèle à vérifier sur le média
PR103,Bracelet fantaisie,Bijoux,Bracelet,7500,1,,,,,,,Femme,"Bracelet fantaisie décoratif, conçu pour compléter une tenue avec élégance.","Bracelet fantaisie

Ce bijou fantaisie présente un style décoratif et peut être porté au quotidien ou lors d’une occasion particulière. Sa forme et ses détails sont visibles sur le média associé.",produits/notes/PR103.txt,PR103,draft,1,0,media_unique_a_verifier,oui,72a832bf-5c11-4d54-89c1-0295f9717bc0.jpeg,5500,12900,oui,"Prix indicatif pour un bracelet fantaisie sans métal, pierre ou marque confirmés.",,Description enrichie ; matière et dimensions à vérifier
PR104,Soin parfumé pour le corps,Beauté et soins,Soin corporel,3000,1,,,,,,,Femme,Soin corporel parfumé destiné à compléter une routine beauté quotidienne.,"Soin parfumé pour le corps

Ce soin parfumé pour le corps s’intègre dans une routine beauté et laisse la peau délicatement parfumée. Le produit et son conditionnement sont présentés sur le média associé.",produits/notes/PR104.txt,PR104,draft,1,0,media_unique_a_verifier,oui,739cfa1b-4b17-4fb9-af9b-71b2038e28e1.jpeg,2000,6000,oui,"Prix indicatif pour un soin corporel parfumé générique, contenance et marque non confirmées.",,Description enrichie ; informations d’étiquette à vérifier
PR105,Bague fantaisie,Bijoux,Bague,5500,1,,,,,,,Femme,"Bague fantaisie décorative, idéale pour apporter une touche élégante à une tenue.","Bague fantaisie

Ce bijou fantaisie présente un style décoratif et peut être porté au quotidien ou lors d’une occasion particulière. Sa forme et ses détails sont visibles sur le média associé.",produits/notes/PR105.txt,PR105,draft,1,0,media_unique_a_verifier,oui,75f874f7-46b2-4ee0-8f91-ab72ad2e4f9a.jpeg,3000,10000,oui,"Prix indicatif pour une bague fantaisie sans métal, pierre ou marque confirmés.",,Description enrichie ; matière et dimensions à vérifier
